step,t,d,C,side,digits,norm4
284,854719128723220523991246794377292305836097280110743454844059480205723803541822975192921,493453776,1709438257446441047982493588754584611672194560221486909688118960411447607083646443839619,d+1,87,0.05800
285,1709438257446441047982493588754584611672194560221486909688118960411447607083646443839619,240214908,3418876514892882095964987177509169223344389120442973819376237920822895214167293127894147,d-1,88,0.02783
286,3418876514892882095964987177509169223344389120442973819376237920822895214167293127894147,1339222602,6837753029785764191929974355018338446688778240885947638752475841645790428334587595010897,d-1,88,0.15294
287,6837753029785764191929974355018338446688778240885947638752475841645790428334587595010897,1070419482,13675506059571528383859948710036676893377556481771895277504951683291580856669176260441277,d-1,88,0.12050
288,13675506059571528383859948710036676893377556481771895277504951683291580856669176260441277,982471224,27351012119143056767719897420073353786755112963543790555009903366583161713338353503353779,d-1,89,0.10902
289,27351012119143056767719897420073353786755112963543790555009903366583161713338353503353779,1264505628,54702024238286113535439794840146707573510225927087581110019806733166323426676708271213187,d+1,89,0.13833
290,54702024238286113535439794840146707573510225927087581110019806733166323426676708271213187,622251144,109404048476572227070879589680293415147020451854175162220039613466332646853353417164677519,d-1,89,0.06711
291,109404048476572227070879589680293415147020451854175162220039613466332646853353417164677519,107698398,218808096953144454141759179360586830294040903708350324440079226932665293706706834437053437,d+1,90,0.01145
292,218808096953144454141759179360586830294040903708350324440079226932665293706706834437053437,874406982,437616193906288908283518358721173660588081807416700648880158453865330587413413669748513857,d+1,90,0.09167
293,437616193906288908283518358721173660588081807416700648880158453865330587413413669748513857,801307092,875232387812577816567036717442347321176163614833401297760316907730661174826827340298334807,d+1,90,0.08283
294,875232387812577816567036717442347321176163614833401297760316907730661174826827340298334807,966761622,1750464775625155633134073434884694642352327229666802595520633815461322349653654681563431237,d+1,90,0.09854
295,1750464775625155633134073434884694642352327229666802595520633815461322349653654681563431237,855763584,3500929551250311266268146869769389284704654459333605191041267630922644699307309363982626059,d-1,91,0.08602
296,3500929551250311266268146869769389284704654459333605191041267630922644699307309363982626059,534104790,7001859102500622532536293739538778569409308918667210382082535261845289398614618728499356909,d-1,91,0.05294
297,7001859102500622532536293739538778569409308918667210382082535261845289398614618728499356909,268698468,14003718205001245065072587479077557138818617837334420764165070523690578797229237457267412287,d-1,91,0.02627
298,14003718205001245065072587479077557138818617837334420764165070523690578797229237457267412287,79193742,28007436410002490130145174958155114277637235674668841528330141047381157594458474914614018317,d+1,92,0.00763
299,28007436410002490130145174958155114277637235674668841528330141047381157594458474914614018317,113415024,56014872820004980260290349916310228555274471349337683056660282094762315188916949829341451659,d-1,92,0.01078
300,56014872820004980260290349916310228555274471349337683056660282094762315188916949829341451659,129907572,112029745640009960520580699832620457110548942698675366113320564189524630377833899658812810891,d-1,92,0.01218
301,112029745640009960520580699832620457110548942698675366113320564189524630377833899658812810891,1564967196,224059491280019921041161399665240914221097885397350732226641128379049260755667799319190588979,d+1,93,0.14477
302,224059491280019921041161399665240914221097885397350732226641128379049260755667799319190588979,549800088,448118982560039842082322799330481828442195770794701464453282256758098521511335598638930978047,d-1,93,0.05017
303,448118982560039842082322799330481828442195770794701464453282256758098521511335598638930978047,535275072,896237965120079684164645598660963656884391541589402928906564513516197043022671197278397231167,d-1,93,0.04818
304,896237965120079684164645598660963656884391541589402928906564513516197043022671197278397231167,330784914,1792475930240159368329291197321927313768783083178805857813129027032394086045342394557125247249,d-1,93,0.02938
305,1792475930240159368329291197321927313768783083178805857813129027032394086045342394557125247249,326010852,3584951860480318736658582394643854627537566166357611715626258054064788172090684789114576505351,d-1,94,0.02856
306,3584951860480318736658582394643854627537566166357611715626258054064788172090684789114576505351,808777098,7169903720960637473317164789287709255075132332715223431252516108129576344181369578229961787801,d-1,94,0.06991
307,7169903720960637473317164789287709255075132332715223431252516108129576344181369578229961787801,60359136,14339807441921274946634329578575418510150264665430446862505032216259152688362739156459983934739,d+1,94,0.00515
308,14339807441921274946634329578575418510150264665430446862505032216259152688362739156459983934739,77542560,28679614883842549893268659157150837020300529330860893725010064432518305376725478312920045412039,d+1,95,0.00652
309,28679614883842549893268659157150837020300529330860893725010064432518305376725478312920045412039,137742498,57359229767685099786537318314301674040601058661721787450020128865036610753450956625840228566577,d+1,95,0.01144
310,57359229767685099786537318314301674040601058661721787450020128865036610753450956625840228566577,1826687862,114718459535370199573074636628603348081202117323443574900040257730073221506901913251682283821017,d-1,95,0.14966
311,114718459535370199573074636628603348081202117323443574900040257730073221506901913251682283821017,423944202,229436919070740399146149273257206696162404234646887149800080515460146443013803826503364991586237,d+1,96,0.03428
312,229436919070740399146149273257206696162404234646887149800080515460146443013803826503364991586237,1346568594,458873838141480798292298546514413392324808469293774299600161030920292886027607653006731329741069,d-1,96,0.10744
313,458873838141480798292298546514413392324808469293774299600161030920292886027607653006731329741069,119975130,917747676282961596584597093028826784649616938587548599200322061840585772055215306013462779457269,d+1,96,0.00945
314,917747676282961596584597093028826784649616938587548599200322061840585772055215306013462779457269,857683482,1835495352565923193169194186057653569299233877175097198400644123681171544110430612026926416598021,d-1,96,0.06665
315,1835495352565923193169194186057653569299233877175097198400644123681171544110430612026926416598021,516055296,3670990705131846386338388372115307138598467754350194396801288247362343088220861224053853349251339,d+1,97,0.03958
316,3670990705131846386338388372115307138598467754350194396801288247362343088220861224053853349251339,643176690,7341981410263692772676776744230614277196935508700388793602576494724686176441722448107707341679369,d-1,97,0.04869
317,7341981410263692772676776744230614277196935508700388793602576494724686176441722448107707341679369,128201238,14683962820527385545353553488461228554393871017400777587205152989449372352883444896215414811559977,d-1,97,0.00958
318,14683962820527385545353553488461228554393871017400777587205152989449372352883444896215414811559977,451407162,29367925641054771090707106976922457108787742034801555174410305978898744705766889792430830074527117,d-1,98,0.03330
319,29367925641054771090707106976922457108787742034801555174410305978898744705766889792430830074527117,734821254,58735851282109542181414213953844914217575484069603110348820611957797489411533779584861660883875489,d-1,98,0.05350
320,58735851282109542181414213953844914217575484069603110348820611957797489411533779584861660883875489,383504142,117471702564219084362828427907689828435150968139206220697641223915594978823067559169723322151255121,d-1,98,0.02757
321,117471702564219084362828427907689828435150968139206220697641223915594978823067559169723322151255121,878692536,234943405128438168725656855815379656870301936278412441395282447831189957646135118339446645181202779,d+1,99,0.06235
322,234943405128438168725656855815379656870301936278412441395282447831189957646135118339446645181202779,29887650,469886810256876337451313711630759313740603872556824882790564895662379915292270236678893290392293209,d+1,99,0.00209
323,469886810256876337451313711630759313740603872556824882790564895662379915292270236678893290392293209,134800020,939773620513752674902627423261518627481207745113649765581129791324759830584540473357786580919386439,d-1,99,0.00932
324,939773620513752674902627423261518627481207745113649765581129791324759830584540473357786580919386439,140226168,1879547241027505349805254846523037254962415490227299531162259582649519661169080946715573161978999047,d-1,99,0.00958
325,1879547241027505349805254846523037254962415490227299531162259582649519661169080946715573161978999047,859305942,3759094482055010699610509693046074509924830980454599062324519165299039322338161893431146324817304037,d+1,100,0.05794
326,3759094482055010699610509693046074509924830980454599062324519165299039322338161893431146324817304037,136597032,7518188964110021399221019386092149019849661960909198124649038330598078644676323786862292649771205107,d-1,100,0.00909
327,7518188964110021399221019386092149019849661960909198124649038330598078644676323786862292649771205107,1223754024,15036377928220042798442038772184298039699323921818396249298076661196157289352647573724585300766164239,d-1,100,0.08045
328,15036377928220042798442038772184298039699323921818396249298076661196157289352647573724585300766164239,186201468,30072755856440085596884077544368596079398647843636792498596153322392314578705295147449170601718529947,d-1,101,0.01209
329,30072755856440085596884077544368596079398647843636792498596153322392314578705295147449170601718529947,983732154,60145511712880171193768155088737192158797295687273584997192306644784629157410590294898341204420792049,d-1,101,0.06307
330,60145511712880171193768155088737192158797295687273584997192306644784629157410590294898341204420792049,138181062,120291023425760342387536310177474384317594591374547169994384613289569258314821180589796682408979765161,both,101,0.00875
331,120291023425760342387536310177474384317594591374547169994384613289569258314821180589796682408979765161,386923188,240582046851520684775072620354948768635189182749094339988769226579138516629642361179593364818346453511,d+1,102,0.02419
332,240582046851520684775072620354948768635189182749094339988769226579138516629642361179593364818346453511,264001938,481164093703041369550145240709897537270378365498188679977538453158277033259284722359186729636956908961,d+1,102,0.01630
333,481164093703041369550145240709897537270378365498188679977538453158277033259284722359186729636956908961,240026838,962328187406082739100290481419795074540756730996377359955076906316554066518569444718373459274153844761,d-1,102,0.01464
334,962328187406082739100290481419795074540756730996377359955076906316554066518569444718373459274153844761,424933668,1924656374812165478200580962839590149081513461992754719910153812633108133037138889436746918548732623191,d-1,102,0.02560
