step,t,d,C,side,digits,norm4
864,3382368404061699925718129810830177089897883155737300179252756486189248823323733415813730597996566323239531727832851279361953990738464281848606774697620173023275274618029077786139798464476702849588551036168167240405942615442455600971891547292811032429692062032349,20563012560,6764736808123399851436259621660354179795766311474600358505512972378497646647466831627461195993132646479063455665702558723907981476928563697213549395240346046550549236058155572279596928953405699177102072336334480811885230884911201943783094585622064859404687077259,d-1,262,0.02443
865,6764736808123399851436259621660354179795766311474600358505512972378497646647466831627461195993132646479063455665702558723907981476928563697213549395240346046550549236058155572279596928953405699177102072336334480811885230884911201943783094585622064859404687077259,9307669470,13529473616246799702872519243320708359591532622949200717011025944756995293294933663254922391986265292958126911331405117447815962953857127394427098790480692093101098472116311144559193857906811398354204144672668961623770461769822403887566189171244129718818681823989,d+1,262,0.01101
866,13529473616246799702872519243320708359591532622949200717011025944756995293294933663254922391986265292958126911331405117447815962953857127394427098790480692093101098472116311144559193857906811398354204144672668961623770461769822403887566189171244129718818681823989,4760966952,27058947232493599405745038486641416719183065245898401434022051889513990586589867326509844783972530585916253822662810234895631925907714254788854197580961384186202196944232622289118387715813622796708408289345337923247540923539644807775132378342488259437642124614931,d+1,263,0.00560
867,27058947232493599405745038486641416719183065245898401434022051889513990586589867326509844783972530585916253822662810234895631925907714254788854197580961384186202196944232622289118387715813622796708408289345337923247540923539644807775132378342488259437642124614931,56150316018,54117894464987198811490076973282833438366130491796802868044103779027981173179734653019689567945061171832507645325620469791263851815428509577708395161922768372404393888465244578236775431627245593416816578690675846495081847079289615550264756684976518875340399545881,d-1,263,0.06576
868,54117894464987198811490076973282833438366130491796802868044103779027981173179734653019689567945061171832507645325620469791263851815428509577708395161922768372404393888465244578236775431627245593416816578690675846495081847079289615550264756684976518875340399545881,14143243566,108235788929974397622980153946565666876732260983593605736088207558055962346359469306039379135890122343665015290651240939582527703630857019155416790323845536744808787776930489156473550863254491186833633157381351692990163694158579231100529513369953037750694942335329,d+1,263,0.01649
869,108235788929974397622980153946565666876732260983593605736088207558055962346359469306039379135890122343665015290651240939582527703630857019155416790323845536744808787776930489156473550863254491186833633157381351692990163694158579231100529513369953037750694942335329,23770040418,216471577859948795245960307893131333753464521967187211472176415116111924692718938612078758271780244687330030581302481879165055407261714038310833580647691073489617575553860978312947101726508982373667266314762703385980327388317158462201059026739906075501413654711077,d-1,264,0.02757
870,216471577859948795245960307893131333753464521967187211472176415116111924692718938612078758271780244687330030581302481879165055407261714038310833580647691073489617575553860978312947101726508982373667266314762703385980327388317158462201059026739906075501413654711077,42058140642,432943155719897590491920615786262667506929043934374422944352830232223849385437877224157516543560489374660061162604963758330110814523428076621667161295382146979235151107721956625894203453017964747334532629525406771960654776634316924402118053479812151002869367562797,d+1,264,0.04856
871,432943155719897590491920615786262667506929043934374422944352830232223849385437877224157516543560489374660061162604963758330110814523428076621667161295382146979235151107721956625894203453017964747334532629525406771960654776634316924402118053479812151002869367562797,7018801404,865886311439795180983841231572525335013858087868748845888705660464447698770875754448315033087120978749320122325209927516660221629046856153243334322590764293958470302215443913251788406906035929494669065259050813543921309553268633848804236106959624302005745753926999,d-1,264,0.00807
872,865886311439795180983841231572525335013858087868748845888705660464447698770875754448315033087120978749320122325209927516660221629046856153243334322590764293958470302215443913251788406906035929494669065259050813543921309553268633848804236106959624302005745753926999,20754082848,1731772622879590361967682463145050670027716175737497691777411320928895397541751508896630066174241957498640244650419855033320443258093712306486668645181528587916940604430887826503576813812071858989338130518101627087842619106537267697608472213919248604011512261936847,d-1,264,0.02374
873,1731772622879590361967682463145050670027716175737497691777411320928895397541751508896630066174241957498640244650419855033320443258093712306486668645181528587916940604430887826503576813812071858989338130518101627087842619106537267697608472213919248604011512261936847,101791003272,3463545245759180723935364926290101340055432351474995383554822641857790795083503017793260132348483914997280489300839710066640886516187424612973337290363057175833881208861775653007153627624143717978676261036203254175685238213074535395216944427838497208023126314876967,d-1,265,0.11586
874,3463545245759180723935364926290101340055432351474995383554822641857790795083503017793260132348483914997280489300839710066640886516187424612973337290363057175833881208861775653007153627624143717978676261036203254175685238213074535395216944427838497208023126314876967,95216396274,6927090491518361447870729852580202680110864702949990767109645283715581590167006035586520264696967829994560978601679420133281773032374849225946674580726114351667762417723551306014307255248287435957352522072406508351370476426149070790433888855676994416046347846150209,d-1,265,0.10787
875,6927090491518361447870729852580202680110864702949990767109645283715581590167006035586520264696967829994560978601679420133281773032374849225946674580726114351667762417723551306014307255248287435957352522072406508351370476426149070790433888855676994416046347846150209,31691326368,13854180983036722895741459705160405360221729405899981534219290567431163180334012071173040529393935659989121957203358840266563546064749698451893349161452228703335524835447102612028614510496574871914705044144813016702740952852298141580867777711353988832092727383626787,d-1,265,0.03573
876,13854180983036722895741459705160405360221729405899981534219290567431163180334012071173040529393935659989121957203358840266563546064749698451893349161452228703335524835447102612028614510496574871914705044144813016702740952852298141580867777711353988832092727383626787,32806446852,27708361966073445791482919410320810720443458811799963068438581134862326360668024142346081058787871319978243914406717680533127092129499396903786698322904457406671049670894205224057229020993149743829410088289626033405481905704596283161735555422707977664185487573700427,d+1,266,0.03682
877,27708361966073445791482919410320810720443458811799963068438581134862326360668024142346081058787871319978243914406717680533127092129499396903786698322904457406671049670894205224057229020993149743829410088289626033405481905704596283161735555422707977664185487573700427,87689226222,55416723932146891582965838820641621440886917623599926136877162269724652721336048284692162117575742639956487828813435361066254184258998793807573396645808914813342099341788410448114458041986299487658820176579252066810963811409192566323471110845415955328371062836627077,d+1,266,0.09794
878,55416723932146891582965838820641621440886917623599926136877162269724652721336048284692162117575742639956487828813435361066254184258998793807573396645808914813342099341788410448114458041986299487658820176579252066810963811409192566323471110845415955328371062836627077,174872153334,110833447864293783165931677641283242881773835247199852273754324539449305442672096569384324235151485279912975657626870722132508368517997587615146793291617829626684198683576820896228916083972598975317640353158504133621927622818385132646942221690831910656742300545407489,d-1,266,0.19440
879,110833447864293783165931677641283242881773835247199852273754324539449305442672096569384324235151485279912975657626870722132508368517997587615146793291617829626684198683576820896228916083972598975317640353158504133621927622818385132646942221690831910656742300545407489,7988016012,221666895728587566331863355282566485763547670494399704547508649078898610885344193138768648470302970559825951315253741444265016737035995175230293586583235659253368397367153641792457832167945197950635280706317008267243855245636770265293884443381663821313484609078830991,both,267,0.00884
880,221666895728587566331863355282566485763547670494399704547508649078898610885344193138768648470302970559825951315253741444265016737035995175230293586583235659253368397367153641792457832167945197950635280706317008267243855245636770265293884443381663821313484609078830991,168450160458,443333791457175132663726710565132971527095340988799409095017298157797221770688386277537296940605941119651902630507482888530033474071990350460587173166471318506736794734307283584915664335890395901270561412634016534487710491273540530587768886763327642626969386607822441,d-1,267,0.18551
881,443333791457175132663726710565132971527095340988799409095017298157797221770688386277537296940605941119651902630507482888530033474071990350460587173166471318506736794734307283584915664335890395901270561412634016534487710491273540530587768886763327642626969386607822441,3722891148,886667582914350265327453421130265943054190681977598818190034596315594443541376772555074593881211882239303805261014965777060066948143980700921174346332942637013473589468614567169831328671780791802541122825268033068975420982547081061175537773526655285253938776938536031,d-1,267,0.00408
882,886667582914350265327453421130265943054190681977598818190034596315594443541376772555074593881211882239303805261014965777060066948143980700921174346332942637013473589468614567169831328671780791802541122825268033068975420982547081061175537773526655285253938776938536031,27259822758,1773335165828700530654906842260531886108381363955197636380069192631188887082753545110149187762423764478607610522029931554120133896287961401842348692665885274026947178937229134339662657343561583605082245650536066137950841965094162122351075547053310570507877581136894821,d-1,267,0.02974
883,1773335165828700530654906842260531886108381363955197636380069192631188887082753545110149187762423764478607610522029931554120133896287961401842348692665885274026947178937229134339662657343561583605082245650536066137950841965094162122351075547053310570507877581136894821,23490265836,3546670331657401061309813684521063772216762727910395272760138385262377774165507090220298375524847528957215221044059863108240267792575922803684697385331770548053894357874458268679325314687123167210164491301072132275901683930188324244702151094106621141015755185764055479,d+1,268,0.02551
884,3546670331657401061309813684521063772216762727910395272760138385262377774165507090220298375524847528957215221044059863108240267792575922803684697385331770548053894357874458268679325314687123167210164491301072132275901683930188324244702151094106621141015755185764055479,15266151990,7093340663314802122619627369042127544433525455820790545520276770524755548331014180440596751049695057914430442088119726216480535585151845607369394770663541096107788715748916537358650629374246334420328982602144264551803367860376648489404302188213242282031510386794262949,d+1,268,0.01650
885,7093340663314802122619627369042127544433525455820790545520276770524755548331014180440596751049695057914430442088119726216480535585151845607369394770663541096107788715748916537358650629374246334420328982602144264551803367860376648489404302188213242282031510386794262949,35697950370,14186681326629604245239254738084255088867050911641581091040553541049511096662028360881193502099390115828860884176239452432961071170303691214738789541327082192215577431497833074717301258748492668840657965204288529103606735720753296978808604376426484564063020809286476269,d+1,268,0.03840
886,14186681326629604245239254738084255088867050911641581091040553541049511096662028360881193502099390115828860884176239452432961071170303691214738789541327082192215577431497833074717301258748492668840657965204288529103606735720753296978808604376426484564063020809286476269,62575108872,28373362653259208490478509476168510177734101823283162182081107082099022193324056721762387004198780231657721768352478904865922142340607382429477579082654164384431154862995666149434602517496985337681315930408577058207213471441506593957617208752852969128126041681148061411,d+1,269,0.06700
887,28373362653259208490478509476168510177734101823283162182081107082099022193324056721762387004198780231657721768352478904865922142340607382429477579082654164384431154862995666149434602517496985337681315930408577058207213471441506593957617208752852969128126041681148061411,4239188418,56746725306518416980957018952337020355468203646566324364162214164198044386648113443524774008397560463315443536704957809731844284681214764858955158165308328768862309725991332298869205034993970675362631860817154116414426942883013187915234417505705938256252083366535311241,d-1,269,0.00452
888,56746725306518416980957018952337020355468203646566324364162214164198044386648113443524774008397560463315443536704957809731844284681214764858955158165308328768862309725991332298869205034993970675362631860817154116414426942883013187915234417505705938256252083366535311241,16923059388,113493450613036833961914037904674040710936407293132648728324428328396088773296226887049548016795120926630887073409915619463688569362429529717910316330616657537724619451982664597738410069987941350725263721634308232828853885766026375830468835011411876512504166749993681871,d+1,269,0.01795
889,113493450613036833961914037904674040710936407293132648728324428328396088773296226887049548016795120926630887073409915619463688569362429529717910316330616657537724619451982664597738410069987941350725263721634308232828853885766026375830468835011411876512504166749993681871,20007124638,226986901226073667923828075809348081421872814586265297456648856656792177546592453774099096033590241853261774146819831238927377138724859059435820632661233315075449238903965329195476820139975882701450527443268616465657707771532052751660937670022823753025008333519994488381,d+1,270,0.02113
890,226986901226073667923828075809348081421872814586265297456648856656792177546592453774099096033590241853261774146819831238927377138724859059435820632661233315075449238903965329195476820139975882701450527443268616465657707771532052751660937670022823753025008333519994488381,261579484146,453973802452147335847656151618696162843745629172530594913297713313584355093184907548198192067180483706523548293639662477854754277449718118871641265322466630150898477807930658390953640279951765402901054886537232931315415543064105503321875340045647506050016667301568460909,d+1,270,0.27493
891,453973802452147335847656151618696162843745629172530594913297713313584355093184907548198192067180483706523548293639662477854754277449718118871641265322466630150898477807930658390953640279951765402901054886537232931315415543064105503321875340045647506050016667301568460909,1923696408,907947604904294671695312303237392325687491258345061189826595426627168710186369815096396384134360967413047096587279324955709508554899436237743282530644933260301796955615861316781907280559903530805802109773074465862630831086128211006643750680091295012100033334605060618227,d-1,270,0.00201
892,907947604904294671695312303237392325687491258345061189826595426627168710186369815096396384134360967413047096587279324955709508554899436237743282530644933260301796955615861316781907280559903530805802109773074465862630831086128211006643750680091295012100033334605060618227,31557697044,1815895209808589343390624606474784651374982516690122379653190853254337420372739630192792768268721934826094193174558649911419017109798872475486565061289866520603593911231722633563814561119807061611604219546148931725261662172256422013287501360182590024200066669241678933499,d-1,270,0.03286
893,1815895209808589343390624606474784651374982516690122379653190853254337420372739630192792768268721934826094193174558649911419017109798872475486565061289866520603593911231722633563814561119807061611604219546148931725261662172256422013287501360182590024200066669241678933499,44069007612,3631790419617178686781249212949569302749965033380244759306381706508674840745479260385585536537443869652188386349117299822838034219597744950973130122579733041207187822463445267127629122239614123223208439092297863450523324344512844026575002720365180048400133338527426874611,d+1,271,0.04568
894,3631790419617178686781249212949569302749965033380244759306381706508674840745479260385585536537443869652188386349117299822838034219597744950973130122579733041207187822463445267127629122239614123223208439092297863450523324344512844026575002720365180048400133338527426874611,7748833788,7263580839234357373562498425899138605499930066760489518612763413017349681490958520771171073074887739304376772698234599645676068439195489901946260245159466082414375644926890534255258244479228246446416878184595726901046648689025688053150005440730360096800266677062602583011,d-1,271,0.00799
895,7263580839234357373562498425899138605499930066760489518612763413017349681490958520771171073074887739304376772698234599645676068439195489901946260245159466082414375644926890534255258244479228246446416878184595726901046648689025688053150005440730360096800266677062602583011,56342391666,14527161678468714747124996851798277210999860133520979037225526826034699362981917041542342146149775478608753545396469199291352136878390979803892520490318932164828751289853781068510516488958456492892833756369191453802093297378051376106300010881460720193600533354181547557689,d+1,271,0.05786
896,14527161678468714747124996851798277210999860133520979037225526826034699362981917041542342146149775478608753545396469199291352136878390979803892520490318932164828751289853781068510516488958456492892833756369191453802093297378051376106300010881460720193600533354181547557689,57423196890,29054323356937429494249993703596554421999720267041958074451053652069398725963834083084684292299550957217507090792938398582704273756781959607785040980637864329657502579707562137021032977916912985785667512738382907604186594756102752212600021762921440387201066708420518312269,d-1,272,0.05870
897,29054323356937429494249993703596554421999720267041958074451053652069398725963834083084684292299550957217507090792938398582704273756781959607785040980637864329657502579707562137021032977916912985785667512738382907604186594756102752212600021762921440387201066708420518312269,24185657112,58108646713874858988499987407193108843999440534083916148902107304138797451927668166169368584599101914435014181585876797165408547513563919215570081961275728659315005159415124274042065955833825971571335025476765815208373189512205504425200043525842880774402133416865222281651,d+1,272,0.02461
898,58108646713874858988499987407193108843999440534083916148902107304138797451927668166169368584599101914435014181585876797165408547513563919215570081961275728659315005159415124274042065955833825971571335025476765815208373189512205504425200043525842880774402133416865222281651,16183024746,116217293427749717976999974814386217687998881068167832297804214608277594903855336332338737169198203828870028363171753594330817095027127838431140163922551457318630010318830248548084131911667651943142670050953531630416746379024411008850400087051685761548804266833746627588049,d+1,272,0.01639
899,116217293427749717976999974814386217687998881068167832297804214608277594903855336332338737169198203828870028363171753594330817095027127838431140163922551457318630010318830248548084131911667651943142670050953531630416746379024411008850400087051685761548804266833746627588049,5030776842,232434586855499435953999949628772435375997762136335664595608429216555189807710672664677474338396407657740056726343507188661634190054255676862280327845102914637260020637660497096168263823335303886285340101907063260833492758048822017700800174103371523097608533667498285952941,d+1,273,0.00507
900,232434586855499435953999949628772435375997762136335664595608429216555189807710672664677474338396407657740056726343507188661634190054255676862280327845102914637260020637660497096168263823335303886285340101907063260833492758048822017700800174103371523097608533667498285952941,84783031518,464869173710998871907999899257544870751995524272671329191216858433110379615421345329354948676792815315480113452687014377323268380108511353724560655690205829274520041275320994192336527646670607772570680203814126521666985516097644035401600348206743046195217067335081354937401,d-1,273,0.08509
901,464869173710998871907999899257544870751995524272671329191216858433110379615421345329354948676792815315480113452687014377323268380108511353724560655690205829274520041275320994192336527646670607772570680203814126521666985516097644035401600348206743046195217067335081354937401,274102543068,929738347421997743815999798515089741503991048545342658382433716866220759230842690658709897353585630630960226905374028754646536760217022707449121311380411658549040082550641988384673055293341215545141360407628253043333971032195288070803200696413486092390434134670436812417871,d+1,273,0.27383
902,929738347421997743815999798515089741503991048545342658382433716866220759230842690658709897353585630630960226905374028754646536760217022707449121311380411658549040082550641988384673055293341215545141360407628253043333971032195288070803200696413486092390434134670436812417871,329990934438,1859476694843995487631999597030179483007982097090685316764867433732441518461685381317419794707171261261920453810748057509293073520434045414898242622760823317098080165101283976769346110586682431090282720815256506086667942064390576141606401392826972184780868269341203615770181,d-1,273,0.32815
903,1859476694843995487631999597030179483007982097090685316764867433732441518461685381317419794707171261261920453810748057509293073520434045414898242622760823317098080165101283976769346110586682431090282720815256506086667942064390576141606401392826972184780868269341203615770181,27751376766,3718953389687990975263999194060358966015964194181370633529734867464883036923370762634839589414342522523840907621496115018586147040868090829796485245521646634196160330202567953538692221173364862180565441630513012173335884128781152283212802785653944369561736538682434982917129,d+1,274,0.02747
904,3718953389687990975263999194060358966015964194181370633529734867464883036923370762634839589414342522523840907621496115018586147040868090829796485245521646634196160330202567953538692221173364862180565441630513012173335884128781152283212802785653944369561736538682434982917129,22269831972,7437906779375981950527998388120717932031928388362741267059469734929766073846741525269679178828685045047681815242992230037172294081736181659592970491043293268392320660405135907077384442346729724361130883261026024346671768257562304566425605571307888739123473077364892235666231,d+1,274,0.02194
905,7437906779375981950527998388120717932031928388362741267059469734929766073846741525269679178828685045047681815242992230037172294081736181659592970491043293268392320660405135907077384442346729724361130883261026024346671768257562304566425605571307888739123473077364892235666231,213861781158,14875813558751963901055996776241435864063856776725482534118939469859532147693483050539358357657370090095363630485984460074344588163472363319185940982086586536784641320810271814154768884693459448722261766522052048693343536515124609132851211142615777478246946154729998333113621,d-1,274,0.20977
906,14875813558751963901055996776241435864063856776725482534118939469859532147693483050539358357657370090095363630485984460074344588163472363319185940982086586536784641320810271814154768884693459448722261766522052048693343536515124609132851211142615777478246946154729998333113621,28807898736,29751627117503927802111993552482871728127713553450965068237878939719064295386966101078716715314740180190727260971968920148689176326944726638371881964173173073569282641620543628309537769386918897444523533044104097386687073030249218265702422285231554956493892309460025474125979,d+1,275,0.02813
907,29751627117503927802111993552482871728127713553450965068237878939719064295386966101078716715314740180190727260971968920148689176326944726638371881964173173073569282641620543628309537769386918897444523533044104097386687073030249218265702422285231554956493892309460025474125979,23796468768,59503254235007855604223987104965743456255427106901930136475757879438128590773932202157433430629480360381454521943937840297378352653889453276743763928346346147138565283241087256619075538773837794889047066088208194773374146060498436531404844570463109912987784618920074744720727,d-1,275,0.02313
908,59503254235007855604223987104965743456255427106901930136475757879438128590773932202157433430629480360381454521943937840297378352653889453276743763928346346147138565283241087256619075538773837794889047066088208194773374146060498436531404844570463109912987784618920074744720727,34618513884,119006508470015711208447974209931486912510854213803860272951515758876257181547864404314866861258960720762909043887875680594756705307778906553487527856692692294277130566482174513238151077547675589778094132176416389546748292120996873062809689140926219825975569237840184107955339,d-1,275,0.03350
909,119006508470015711208447974209931486912510854213803860272951515758876257181547864404314866861258960720762909043887875680594756705307778906553487527856692692294277130566482174513238151077547675589778094132176416389546748292120996873062809689140926219825975569237840184107955339,22962149130,238013016940031422416895948419862973825021708427607720545903031517752514363095728808629733722517921441525818087775751361189513410615557813106975055713385384588554261132964349026476302155095351179556188264352832779093496584241993746125619378281852439651951138475680391178059809,d+1,276,0.02212
910,238013016940031422416895948419862973825021708427607720545903031517752514363095728808629733722517921441525818087775751361189513410615557813106975055713385384588554261132964349026476302155095351179556188264352832779093496584241993746125619378281852439651951138475680391178059809,902535000,476026033880062844833791896839725947650043416855215441091806063035505028726191457617259467445035842883051636175551502722379026821231115626213950111426770769177108522265928698052952604310190702359112376528705665558186993168483987492251238756563704879303902276951360783258654619,both,276,0.00087
911,476026033880062844833791896839725947650043416855215441091806063035505028726191457617259467445035842883051636175551502722379026821231115626213950111426770769177108522265928698052952604310190702359112376528705665558186993168483987492251238756563704879303902276951360783258654619,82623260730,952052067760125689667583793679451895300086833710430882183612126071010057452382915234518934890071685766103272351103005444758053642462231252427900222853541538354217044531857396105905208620381404718224753057411331116373986336967974984502477513127409758607804553902721649140569969,d-1,276,0.07886
912,952052067760125689667583793679451895300086833710430882183612126071010057452382915234518934890071685766103272351103005444758053642462231252427900222853541538354217044531857396105905208620381404718224753057411331116373986336967974984502477513127409758607804553902721649140569969,122091719928,1904104135520251379335167587358903790600173667420861764367224252142020114904765830469037869780143371532206544702206010889516107284924462504855800445707083076708434089063714792211810417240762809436449506114822662232747972673935949969004955026254819517215609107805443420372859867,d+1,276,0.11600
913,1904104135520251379335167587358903790600173667420861764367224252142020114904765830469037869780143371532206544702206010889516107284924462504855800445707083076708434089063714792211810417240762809436449506114822662232747972673935949969004955026254819517215609107805443420372859867,23450453652,3808208271040502758670335174717807581200347334841723528734448504284040229809531660938075739560286743064413089404412021779032214569848925009711600891414166153416868178127429584423620834481525618872899012229645324465495945347871899938009910052509639034431218215610886864196173387,d-1,277,0.02218
914,3808208271040502758670335174717807581200347334841723528734448504284040229809531660938075739560286743064413089404412021779032214569848925009711600891414166153416868178127429584423620834481525618872899012229645324465495945347871899938009910052509639034431218215610886864196173387,35998015014,7616416542081005517340670349435615162400694669683447057468897008568080459619063321876151479120573486128826178808824043558064429139697850019423201782828332306833736356254859168847241668963051237745798024459290648930991890695743799876019820105019278068862436431221773764390361789,d-1,277,0.03389
915,7616416542081005517340670349435615162400694669683447057468897008568080459619063321876151479120573486128826178808824043558064429139697850019423201782828332306833736356254859168847241668963051237745798024459290648930991890695743799876019820105019278068862436431221773764390361789,19035394458,15232833084162011034681340698871230324801389339366894114937794017136160919238126643752302958241146972257652357617648087116128858279395700038846403565656664613667472712509718337694483337926102475491596048918581297861983781391487599752039640210038556137724872862443547547816118037,d+1,277,0.01784
916,15232833084162011034681340698871230324801389339366894114937794017136160919238126643752302958241146972257652357617648087116128858279395700038846403565656664613667472712509718337694483337926102475491596048918581297861983781391487599752039640210038556137724872862443547547816118037,195936630102,30465666168324022069362681397742460649602778678733788229875588034272321838476253287504605916482293944515304715235296174232257716558791400077692807131313329227334945425019436675388966675852204950983192097837162595723967562782975199504079280420077112275449745724887095291568866177,both,278,0.18283
917,30465666168324022069362681397742460649602778678733788229875588034272321838476253287504605916482293944515304715235296174232257716558791400077692807131313329227334945425019436675388966675852204950983192097837162595723967562782975199504079280420077112275449745724887095291568866177,31403086242,60931332336648044138725362795484921299205557357467576459751176068544643676952506575009211832964587889030609430470592348464515433117582800155385614262626658454669890850038873350777933351704409901966384195674325191447935125565950399008158560840154224550899491449774190614540818597,d+1,278,0.02917
918,60931332336648044138725362795484921299205557357467576459751176068544643676952506575009211832964587889030609430470592348464515433117582800155385614262626658454669890850038873350777933351704409901966384195674325191447935125565950399008158560840154224550899491449774190614540818597,11299671162,121862664673296088277450725590969842598411114714935152919502352137089287353905013150018423665929175778061218860941184696929030866235165600310771228525253316909339781700077746701555866703408819803932768391348650382895870251131900798016317121680308449101798982899548381240381308357,d-1,278,0.01045
919,121862664673296088277450725590969842598411114714935152919502352137089287353905013150018423665929175778061218860941184696929030866235165600310771228525253316909339781700077746701555866703408819803932768391348650382895870251131900798016317121680308449101798982899548381240381308357,97988363532,243725329346592176554901451181939685196822229429870305839004704274178574707810026300036847331858351556122437721882369393858061732470331200621542457050506633818679563400155493403111733406817639607865536782697300765791740502263801596032634243360616898203597965799096762578750980247,d+1,279,0.09021
920,243725329346592176554901451181939685196822229429870305839004704274178574707810026300036847331858351556122437721882369393858061732470331200621542457050506633818679563400155493403111733406817639607865536782697300765791740502263801596032634243360616898203597965799096762578750980247,136039218792,487450658693184353109802902363879370393644458859740611678009408548357149415620052600073694663716703112244875443764738787716123464940662401243084914101013267637359126800310986806223466813635279215731073565394601531583481004527603192065268486721233796407195931598193525293541179287,d+1,279,0.12467
921,487450658693184353109802902363879370393644458859740611678009408548357149415620052600073694663716703112244875443764738787716123464940662401243084914101013267637359126800310986806223466813635279215731073565394601531583481004527603192065268486721233796407195931598193525293541179287,7894330344,974901317386368706219605804727758740787288917719481223356018817096714298831240105200147389327433406224489750887529477575432246929881324802486169828202026535274718253600621973612446933627270558431462147130789203063166962009055206384130536973442467592814391863196387050594976688919,d-1,279,0.00720
922,974901317386368706219605804727758740787288917719481223356018817096714298831240105200147389327433406224489750887529477575432246929881324802486169828202026535274718253600621973612446933627270558431462147130789203063166962009055206384130536973442467592814391863196387050594976688919,17883009210,1949802634772737412439211609455517481574577835438962446712037634193428597662480210400294778654866812448979501775058955150864493859762649604972339656404053070549436507201243947224893867254541116862924294261578406126333924018110412768261073946884935185628783726392774101207836387049,d+1,279,0.01624
923,1949802634772737412439211609455517481574577835438962446712037634193428597662480210400294778654866812448979501775058955150864493859762649604972339656404053070549436507201243947224893867254541116862924294261578406126333924018110412768261073946884935185628783726392774101207836387049,14927623890,3899605269545474824878423218911034963149155670877924893424075268386857195324960420800589557309733624897959003550117910301728987719525299209944679312808106141098873014402487894449787734509082233725848588523156812252667848036220825536522147893769870371257567452785548202430600397989,d-1,280,0.01350
924,3899605269545474824878423218911034963149155670877924893424075268386857195324960420800589557309733624897959003550117910301728987719525299209944679312808106141098873014402487894449787734509082233725848588523156812252667848036220825536522147893769870371257567452785548202430600397989,26522206290,7799210539090949649756846437822069926298311341755849786848150536773714390649920841601179114619467249795918007100235820603457975439050598419889358625616212282197746028804975788899575469018164467451697177046313624505335696072441651073044295787539740742515134905571096404887723002269,d-1,280,0.02387
925,7799210539090949649756846437822069926298311341755849786848150536773714390649920841601179114619467249795918007100235820603457975439050598419889358625616212282197746028804975788899575469018164467451697177046313624505335696072441651073044295787539740742515134905571096404887723002269,23923443120,15598421078181899299513692875644139852596622683511699573696301073547428781299841683202358229238934499591836014200471641206915950878101196839778717251232424564395492057609951577799150938036328934903394354092627249010671392144883302146088591575079481485030269811142192809799369447659,d-1,280,0.02144
926,15598421078181899299513692875644139852596622683511699573696301073547428781299841683202358229238934499591836014200471641206915950878101196839778717251232424564395492057609951577799150938036328934903394354092627249010671392144883302146088591575079481485030269811142192809799369447659,82091655708,31196842156363798599027385751288279705193245367023399147392602147094857562599683366404716458477868999183672028400943282413831901756202393679557434502464849128790984115219903155598301876072657869806788708185254498021342784289766604292177183150158962970060539622284385619680830551027,d-1,281,0.07324
927,31196842156363798599027385751288279705193245367023399147392602147094857562599683366404716458477868999183672028400943282413831901756202393679557434502464849128790984115219903155598301876072657869806788708185254498021342784289766604292177183150158962970060539622284385619680830551027,121336420254,62393684312727597198054771502576559410386490734046798294785204294189715125199366732809432916955737998367344056801886564827663803512404787359114869004929698257581968230439806311196603752145315739613577416370508996042685568579533208584354366300317925940121079244568771239482997522309,d-1,281,0.10777
928,62393684312727597198054771502576559410386490734046798294785204294189715125199366732809432916955737998367344056801886564827663803512404787359114869004929698257581968230439806311196603752145315739613577416370508996042685568579533208584354366300317925940121079244568771239482997522309,74300896212,124787368625455194396109543005153118820772981468093596589570408588379430250398733465618865833911475996734688113603773129655327607024809574718229738009859396515163936460879612622393207504290631479227154832741017992085371137159066417168708732600635851880242158489137542479040295940831,d-1,281,0.06570
929,124787368625455194396109543005153118820772981468093596589570408588379430250398733465618865833911475996734688113603773129655327607024809574718229738009859396515163936460879612622393207504290631479227154832741017992085371137159066417168708732600635851880242158489137542479040295940831,7541043108,249574737250910388792219086010306237641545962936187193179140817176758860500797466931237731667822951993469376227207546259310655214049619149436459476019718793030327872921759225244786415008581262958454309665482035984170742274318132834337417465201271703760484316978275084958088132924771,d+1,282,0.00664
930,249574737250910388792219086010306237641545962936187193179140817176758860500797466931237731667822951993469376227207546259310655214049619149436459476019718793030327872921759225244786415008581262958454309665482035984170742274318132834337417465201271703760484316978275084958088132924771,69305145396,499149474501820777584438172020612475283091925872374386358281634353517721001594933862475463335645903986938752454415092518621310428099238298872918952039437586060655745843518450489572830017162525916908619330964071968341484548636265668674834930402543407520968633956550169916245570994939,d+1,282,0.06074
931,499149474501820777584438172020612475283091925872374386358281634353517721001594933862475463335645903986938752454415092518621310428099238298872918952039437586060655745843518450489572830017162525916908619330964071968341484548636265668674834930402543407520968633956550169916245570994939,37587013962,998298949003641555168876344041224950566183851744748772716563268707035442003189867724950926671291807973877504908830185037242620856198476597745837904078875172121311491687036900979145660034325051833817238661928143936682969097272531337349669860805086815041937267913100339832528729003841,d+1,282,0.03279
932,998298949003641555168876344041224950566183851744748772716563268707035442003189867724950926671291807973877504908830185037242620856198476597745837904078875172121311491687036900979145660034325051833817238661928143936682969097272531337349669860805086815041937267913100339832528729003841,41043899208,1996597898007283110337752688082449901132367703489497545433126537414070884006379735449901853342583615947755009817660370074485241712396953195491675808157750344242622983374073801958291320068650103667634477323856287873365938194545062674699339721610173630083874535826200679665098501906891,d+1,282,0.03565
