digits,t,d,side,norm4,model_mean,survival
150,415799427033938347688366455697398813469411804948116916345247195725706852144222431526966909845229634924097981766844667312248063745048759178435398429459,4657036500,d-1,0.05659,1715803411.4,0.070734
150,246995892883417149182570437486812411595599970851009361330276529571048828373299419275534069644908130810334949401655694330283742123314872032600907921851,4120669158,d+1,0.05039,7558341879.5,0.564923
150,391819724660809498189347080849582254600799063775702693100678594206125960419577521293183492050066841977945314595139391980199609444335137993419099181879,19781856090,d+1,0.24055,4835389411.8,0.019830
150,951614667846278796586878513097353291976169170163358926407520231973086172982804542208808569986693809938013836392158856509012968106784653254037033230547,4819048962,d-1,0.05797,4545118353.4,0.340396
150,364709481970852569538331259427012013584650449116672198869413376213345846698168931969665852457351534895139295120492844622019936697988061315428612217917,89419572,d+1,0.00109,7650692384.9,0.985242
150,137214142978503561736582708453751496729710490131984689004471234488382608483514537094770233790494143066489271242204239011980194350041942479689086452741,4945248018,d+1,0.06090,4247716330.9,0.307771
150,320028709833414355992054392993688282992404234929447125661396149587254390235332928689388215315307531388622016847925293359713221474769872600450587392179,1957446840,d-1,0.02386,4958476361.7,0.657064
150,684909736255989610024129539132234073442503275869941331127926870151280035045242494978642345697314667227130522279293410941131105521607201980253845160871,215129418,d-1,0.00260,5697115236.1,0.955922
150,187089190773206516365106699933973571815139777751579341256430068249355540239470615525870113867536468177792525279023997433451175264859153074595548571539,4201811688,both,0.05155,4371412921.1,0.374735
150,321764897019477099668042088446364163397651875452363916237116936782638367367416825836856595880525619861587511841528090693133458271510643221254557206019,4466818248,d+1,0.05445,2508381059.9,0.170479
150,673139625562472891571896996628685921451825219904316252012513565049574975401342028661973591770128314570321782139802103932697403360650922843189340004831,5100340338,d+1,0.06162,5423193730.1,0.382560
150,414360217183954717652842894193362007290256770587641960104722646891029070561829812493058967484222115872343531092778620142004669994379373724519678089271,10820442636,d+1,0.13149,9801813516.8,0.326342
150,803213720463936494271494602987395467353399472513737265960110558169054455081978170926037016078638097349306288908208277090121087553673884262629245169039,1589105490,d+1,0.01916,1954692082.8,0.433278
150,332608398569035611323299398202633771984978453248858491401021545427623174770231328370515630567701686872507735318217675388193311614581589374278227668161,13766339358,d-1,0.16773,3768275111.8,0.029616
150,910744708252572309380017255257757039115273480839789171287912031998704612782660084101075425200046840652596362495613816481393823977533282572652373225449,1219531320,d-1,0.01468,1565340913.0,0.447913
150,169303488987743576185141939603612046968438467833762609075315130829850348668446510583528515763717440385497766559209327594293366606015295204687935543881,7548167388,d-1,0.09272,10226151939.9,0.466602
150,256711644642843727887512833982985857963866786634395411135882919013006216670793580485405320324197211447742410400841483690629993073703154714551477369331,4084827078,d+1,0.04993,4093712963.0,0.361631
150,964671991725148471776345140215954585715736765580659086066727712884103625876753631808601403995659858600498701689851364020596634767851304407347546957859,4395396012,both,0.05287,2713839357.9,0.198699
150,556263251083579106752312139359949951952347605993753381374944182929417229396658510767553134216658678103303472161596002617737501698126065319767368306021,5525372718,d+1,0.06690,3570500969.2,0.212898
150,480513809518713399146653329337320809218470452527358455632917960381970107621917218845095560877917281532282931551591019779252224017264701216707661651701,11527179126,d+1,0.13982,10517641173.7,0.328877
150,152935825430922418443974973142804072206759333749767848712747170182710204716311846038850850134486382117001466118711201119625590488922072147070421838087,120667722,d-1,0.00148,4836955826.4,0.969989
150,630414343702749969611219280260478452926346682094128872536916720060494815167316724172784395945764787676846289693234425823365638987759319127964870095601,10434957306,d+1,0.12616,6751735742.6,0.213343
150,518005050003453943369007391118789237774137305012624805086308806458863522625728808156793316854946688227965948552240780312133356038887740524408590650641,1493843838,d-1,0.01810,6073038707.2,0.765510
150,650277286050990017829088756563109043390160447842533144323218613623608052277909680111102167205230236876825667841930791897915528482001330415084083861139,6550816470,d+1,0.07917,2489490999.6,0.076452
150,637232906578945156917453315264820339440264751686518720805979837058374842709282576928452146810881686463098995294170592260901636012920966849486472699389,540661410,d-1,0.00654,1523309341.1,0.684393
150,763119991870591243268217435529103918743333470440526176664403053847886785064809110340536356330836993103009231049304507108934971220800631781872590532459,4179101382,d+1,0.05041,2577856003.2,0.198403
150,878480951486136738812510706421879497938022189805042651429795260354566985551413584712778133889182337153943827385051169822234690255190439178221919918401,17293134348,d-1,0.20824,5931680094.8,0.058662
150,584772450908918095127226761831337770407818783436943757906079913638574310801464627296992612330741177453180439149064755253372049681250358681262287205519,2445363330,d+1,0.02959,3010983927.5,0.433679
150,350906690664573180974199428628802953312584043812570003244021221337085803728390271293658278377199534705453827801182498976967593985041051870652784791549,1118616348,d+1,0.01362,1942731334.5,0.547857
150,450458354078741678865927711344081712608411121982919774013956232904077360312871139033257939325517902418864662346354235172837312430222801206322383225261,2926074768,d+1,0.03552,6136228863.7,0.604846
150,429138314987994869740734485449451759644697678724029099835611429494974807277735320372611553993992344561350933952749039299386163604031094108585425995587,9335843892,d+1,0.11340,7718364228.0,0.294592
150,568618296550027924989971978567296280169277001279612336909647630277376214730110674831678846849746055323295580685320766467711565533620006925819459650797,8139296922,d+1,0.09853,9184872417.9,0.403414
150,838703202615861774403586933004616129817997072389790144506829989847785786934399542077088644269162800083625540691824600615608134443900129948280043067927,27137739264,d-1,0.32697,10820142569.1,0.085839
150,562810192590896040378909981727307220817639638374600286170096385688870069525531696290307088978079291991566306515918875511368159145947914164329131159551,2939925678,d+1,0.03559,8937672395.5,0.702836
150,894298163178749709563738529903264906287689509155152593613504198826509761629525559637617294775332504059304215658253254647047351354067536516439385079919,4026362292,d+1,0.04847,1463541791.9,0.068305
150,460866156095744188264493056788305304041281951589580593884178671287818450504399579638872750390106829097770331816918593248758356718786088379727736365887,16877155644,d-1,0.20482,9151110254.1,0.160522
150,610739568812656008787519919269675270609883278975670593783829491174459085704005116583332275975570938227546958717564046981099305506373336214050358716581,2628108798,d+1,0.03179,3208494833.0,0.430643
150,725152510586858255692389727235180429461423245987403348983256415138189153451395642983851540118958616301755891112926593812701195204524355287786296513151,19916911326,d+1,0.24039,6969135134.2,0.061951
150,256568070220908609427690959290795343732099474366049863372547121559379464153304214167763554774745660050954093784339045522096574325898743681153896553067,6247432422,d-1,0.07636,6157618360.5,0.355917
150,591781514110985519211081329613463179041957740596705208442731582255360115879693262398158951238476409713993363315684655048813721293514013318612986068801,4602301338,d-1,0.05569,4065576612.7,0.317481
150,115764686720777997376755483061618460178506761033898847505605784887863430499110275908007414292232522883135293924966682172425593126102177112756353547561,1690405116,d+1,0.02086,7849692568.9,0.790076
150,951120391848125521223213102719299880803648884195034585067012785904284302511537835688596034922880519392213118088935555712169722095896238765084424766797,1914636954,d-1,0.02303,4177939549.0,0.616238
150,789909922792881420816241417496173458022365662078761462962153675255782685128390356349405367984634680855474090268005069459640153378062699426211708927301,1086843558,d+1,0.01310,4266299286.6,0.758385
150,724774752919548537538833099174260037243676186061081115939628475614830825812686097804004597052529384337518917433750451531612450911153100761652924913121,16018494018,d-1,0.19334,5386899976.7,0.055569
150,526961565441290602382699782492994606599793406953772920563951843171254428642502962418887687742588679103329777093899922609451957894379938112488557068047,546060774,d-1,0.00662,3541135117.3,0.842427
150,553717976005970746327891862959566377121232288080226825876315510284182000571297677820669006185737691152899683333087470052842763785009544816921821663319,3095784000,d+1,0.03749,5284340869.8,0.542364
150,733659975520761343362525698131256528564339445477031798558526801513662503038852183067235382186421362028237491459777461115374259344736539598628799289477,3035156802,d-1,0.03663,4806459784.7,0.518400
150,178787013700791755165420071982427674966193870175213159406780874298684177635271007456985692119191155870229024660418998732659697517618877976841200390599,772437168,d-1,0.00948,3972638079.2,0.807257
150,933941939316510421703323742741748330046816572764939584922372880041052240745095967419410719924295703711508197777384153943515008877842237183206781109227,11677334592,d+1,0.14051,3035057036.1,0.024786
150,740838294809680287649311466612648798724515293766109988760911531393884946519770947724005262271872759324772869188235022730288713256249567555995985199507,4338498654,d-1,0.05235,5168497077.2,0.422304
150,183735342673430056033217214697328501728200510684191037506521850045297337726213345211590259462674955319049555763501423800489924037925432202334335363959,89298972,d-1,0.00110,693563406.0,0.865848
150,327194068002863709520566777931271343418455046872726363162687611782590989573340636227124058943419865912136921699004369356283311369399871824585699228569,1730778630,d+1,0.02109,2378615517.7,0.471283
150,499320321524709107163803745804429517912686271761249668011509555434018788702117657120696590891017032805674152311983069472400323877912219289452249345617,7591138134,d-1,0.09204,8798231490.3,0.412732
150,663319274219344672076886943555301409043584883940238838278648916591301396036902251429443771194329795135083958717447933729991758369335398972883406061751,3722850996,d+1,0.04498,7292130284.6,0.584841
150,961833873509895889690247780452655758775512734556956475341619124970247861793142638688289194760541504565174099530166400428848584669915211944609305973841,1554834078,d+1,0.01870,5499637654.9,0.736879
150,628468156449011743565584989941283093480252979884312509820248512465652766447788500089933446910115542806918645256827052088114466282423349561800581044431,5172030498,d+1,0.06253,5232805706.7,0.365038
150,102721859977510296081517112719197142051424143654801710827886070697765882431569004055694574100486796820436118249144225992690529852546894232454393121047,4113195474,d-1,0.05084,3169464284.7,0.270505
150,550165339318147601936988328321472229051504878645895847555784121806971073380160585621544969942453235629025246499681399050246035118220900370222753342449,1430035248,d+1,0.01732,1909866993.7,0.461528
150,337348402900548915186483791057098871953866761225723443249607945524686147589340725706830147863957811486426604735720521724110068519013424912711082866351,144118926,d+1,0.00176,3634828984.8,0.953902
150,809918001867901709219213474775747137020480395260222584185237030054545653618429783840836114175675442395255978390804309207370184461365861974415674163049,198956682,d+1,0.00240,3277949115.4,0.931525
150,507346076053279673767482853922480716878635351159763902738934038962571332803852726902575440789929340372431550300005311771236345089716322872478957585939,414100212,d+1,0.00502,2674111746.5,0.841845
150,707076317913051942772093326601653668579516140333096477002239441682304642110848662755574651272143721171014373726577356000442228071696839056908810458891,3592206168,d+1,0.04337,4012121739.8,0.399703
150,449195429617651058641926758804750416542493152454809347274777465448034579621741367745704171132066926964180178632070460500672723220163159692689670019467,1925601414,d-1,0.02338,4773764933.5,0.651521
150,340173241234072658415018447575779742302612726775451183484676943792686195419801963446636557522739291899607646626288728364549070490230056159566899982087,18015907452,d-1,0.21945,9127257767.6,0.141978
150,180716776891191259944656480838423268429424849373508363223402063645447302424157087467298454609360350434471748124223281472277650021995490433178450295471,24963098808,d-1,0.30641,8007506726.8,0.048644
150,616464127765436540264341309761902838861926524285404522849473818145906152051877267834766604772084879567434712528577399908751426521475111906949748005571,11277854718,d-1,0.13639,5391664586.5,0.127047
150,385549386208089854264370999377849211175491697738655841009959036276280113558024280775280193482967372141581948114875799947981300892237235497952529558649,816147420,d+1,0.00993,1616949792.8,0.588172
150,995300085940610777487710377215235111869081025965826119678477019585436248428557450553663146430139175115263431681427211350149706811095038462768812246299,6538461072,d+1,0.07862,2748146419.4,0.096844
150,405464391483483334591266731728293797846959024124855047650001860037389483398630025173586288925964435394427731391146028393587836584482637772806787777807,8968828014,d-1,0.10902,9574437417.7,0.383968
150,384768714187848238298156593656234462556460722742351894425992171870829021268140409207207381860403218758281255820809784491757745093318459246423414128209,654033888,d+1,0.00795,2164263256.8,0.722294
150,156276298731509684801717234440908931329908443649765790223199153793062838173792097209856735941292048877827346916940366881898680348782077070843856840117,2313957072,d-1,0.02845,2985628774.0,0.449728
150,469158170550618489804540322216487740484170609574346197363435345482055309430763806349849862924371757391689212460688493858383106788391078636313248389377,3445440084,d-1,0.04181,3340261774.5,0.349978
150,883544493102341489143686268345510805352537651037526960318521312157789614769835232406453592727858297636908171873769950467676273502842932743152233227679,5178648030,d-1,0.06236,3925257727.3,0.264946
150,341185448248486267259381417404371442960671598991428845319767750515911436742728126852109529010741762577426188550266068596570605256031414675740433341761,2235779958,d-1,0.02723,9977629291.1,0.783077
150,100105670911593139146469101081017746454450126202735681282311524083769389824901260043823134092097022739707188668570641586631486852518635810964675419667,10653136872,d+1,0.13170,5268027282.3,0.135625
150,785199397988362219218297573633420104361432549411486993412912185426354654185712860893058624123667486390567977658181766490509303560542075819927406014851,3234779418,d-1,0.03901,1939766677.2,0.189784
150,139184749060922043131267376855699888044617017867434105416518521386074430789736488214076872678435483602240340713480968675205113009317134367194662308471,1947313518,d-1,0.02398,8535399643.2,0.779672
150,232017715483509754307855726623172466022456913171295275554799914206366043966923441873489545746942370809244012766021409791811919697343849378182467129657,2336711064,d-1,0.02860,5343750732.8,0.629564
150,251433595801270936466913037191869151885716064359904671258237148751652745062875184068091225927149501651261496670322813390187283511046035850332410742559,245190552,both,0.00300,3009758835.7,0.910765
150,437483162712827104787175639395273208269865267816762197423018721561713476565150428692999991838939904466374194681763895733790516910343891966671878033389,4471327860,d-1,0.05430,2607122585.6,0.181427
150,752175611808922138254501993683906932064210216125522113857267750893625353740332814951270566425817054433412302986112024550946374227596298673681265046269,2607861210,d-1,0.03146,3346191352.8,0.447686
150,825815346593622150573951582495711479257963056789337155669436914136175085481410507238042672781770807445716769397748384535514434408392475588913088331879,5420751372,d+1,0.06532,3926213572.9,0.249785
150,949248648930897610397180007999010364643652430468493256479627448450888239305816331159701895788157131130178025261132711013177552367742423715088667068781,9396527298,both,0.11305,5209543625.7,0.166841
150,805326525064712406581686366374700464073884827496878753816471405442454336973866556855571699019217606681158964944036703529040142352969048280592285203679,226876008,d-1,0.00273,1985903280.2,0.879049
150,636189362398587393393343572444633372992040732137603343872817661430214184007741457963243306251749284246661280048659881867524357889937954742889182452811,18441911856,d+1,0.22294,8991205179.7,0.131978
150,582555110236467691173351440512832389872631449595914578991388781162379953259325280698039588410769390348203113921742233738933284695797353714953635340197,1361029842,d-1,0.01647,4227416410.8,0.707730
150,230721134976672105205041957555443617908410486806073860878727479720235531571496367087635373522686225349307031385999846809428007805599944919858099712049,600868500,d+1,0.00735,4796171131.1,0.868563
150,940958123851235967131527041967589773225205903214557771491458684500453216640519127675752859278814414052450531863469568469751366555364234485903674994819,2227584972,d+1,0.02680,2104855003.3,0.340953
150,215814192974798246454819770959925405188328155723232769017132103849612586391498361827874427201020110600335078502950424099537185073846865496426648094969,1362909678,d+1,0.01669,1756732623.2,0.449358
150,882001296332729268730326149910304053784487901187836217285962673052133756027829884334303298202715919782095103230736950535540087348354758211062559037387,116942562,both,0.00141,2338037319.0,0.942722
150,397113765519498702721898977028730148323555627030330637400706686255007242922014103666066148717805696771398112100425874293504240751380061849981944080487,14690297292,d-1,0.17860,9156228241.7,0.201686
150,712722772872646277401780737479238208473717150619586793381927049065141286001073390923679524299585767103304721502596767696021562545968279539875912033351,1106956098,d+1,0.01336,2871286130.3,0.663193
150,807913775356181986007215579577252742631154687701107837375209631728239953227531106400971531533481491171105400604092724841403830876996413307612169899351,5858263128,d-1,0.07062,4266196561.9,0.251617
150,609657330486631068461507101502815860021662125907729593288562281082491551108338460096987940226054557392936173233020500278411745047002631657015617493187,4931378064,d-1,0.05965,6085502470.9,0.434398
150,714262358643347773669624003375544464980536485469574271939333152878006146595844796047240959611167628084944752874873540608806083303700650183861959107919,5427969732,d-1,0.06553,5033330699.6,0.334399
150,325761216349127668680987253096395851423730378679452441269043848326596500135112446281977244421785847995788966644081948116773543411897729960615671354069,12353296950,d+1,0.15055,3817582427.1,0.043639
150,511665969900758485547239323279651176566497304119054529008975939515559046540937394278721795618491401765213823422162578868439249343575208557435911376489,2575862748,d+1,0.03122,1536304481.5,0.188100
150,960438115279052300972991356848184433797641898990263863438494782199342650041996014102210195410761383116160621611340923637691354300638994556414277575481,1465088616,d+1,0.01762,3474395721.7,0.639432
150,292715164470393555507169224945928871274203742961938772050829769166954859988698750422534482310890025060165169055524867170344979339284975560104012676319,6543182640,d+1,0.07985,4703704874.0,0.247322
150,423418958478083551808351404692271460378226716606738905744865393162707659006578667220227421275515720128468830488196103536943030681742652986686405872449,698809512,d+1,0.00849,982248089.6,0.478865
150,980472446407345451517284812120689725703020183372024284838318251630196562295641252902041219099407224588766461792647841856461789582862549958282992783017,1326980052,d-1,0.01596,3120175000.3,0.636999
150,758504626490672267577345215303773274593671107964419743852348382705316432359060626287576195282111248004937320763530874032507854800858110184312544783357,4303673814,d-1,0.05192,9702001033.1,0.625706
150,427252680008792835156970009378367367953613085093084709335571777040494064876408621757931772609804636012029003547080283049570786405095605440179732452831,1043589708,d-1,0.01268,2586690707.7,0.651277
150,384065298200184565406038392115519977332365130406232737205562999013057857321150963503549057547516183686644931990176486699904739032676551621360490177627,9070936722,d+1,0.11033,10465229018.2,0.411192
150,907950751944789305041493269794576606088610587459042971955294407945583277263652438149021887216132353202358765648664170268597190170915131482072304214387,16750698612,d-1,0.20163,9373508918.3,0.169493
150,842112761468140146169264007543765707765926536635699302429795471133115307173273583248650314644076541724670606753283499648750116563863767388945660799911,3080755728,d+1,0.03712,5151730563.8,0.535780
150,509854294499394752620645133193625357663971656374318746330450445386725718403549548821083543463322396652729313856357444157040580012760036865820149010341,2364107148,both,0.02866,6712070174.5,0.686214
150,288153254953125237616804811542977835109917264348252770110600362326109863877282753593928901425166524370746434727241451057142554244743082031973999590597,3063333312,d+1,0.03739,8479385744.8,0.680020
150,635998203082308573562044606494631073546702496223025084191605265488257266273461039520740303729850256892023122085137149105622096410313550820727603910457,14116984164,d-1,0.17066,10608933416.7,0.262177
150,154912882910627011119436819719027443102997253098654161054042707115177166716270787987575451883383311914040592651430909182193337278133150631626524605881,165073878,d+1,0.00203,2681860948.6,0.930837
150,182336911285812397974911124429988350230016573756713416820551078410210895983411391526035933700886246618928449616070975726369454707822898578148098246669,4633442862,d-1,0.05687,5147313780.3,0.397787
150,627230445722108186056592751748712988344105506029512182991776251563183769237471329288182024907697744569226609324414120228348485848512216996163110483719,3481290648,d-1,0.04209,1876077919.7,0.158694
150,779244821580426518028171962824960065426314275706022390831122564908012001263918697361026253994059049637539925588182690826409411608186745848887603906307,3553758474,d-1,0.04286,3299544806.2,0.334840
150,465788654710094230884168036122280355861238094786636849093207623531150696481348146777860859321575265961058457357791030177716199321004241783523289196377,30206238102,d+1,0.36654,3775301157.5,0.000575
150,217085209155605628148709439877575797152232033860964815889469131489285386002166468571457853618256923251067947833580619503363277244533278577467795649289,332722218,d-1,0.00407,1949417130.8,0.827889
150,261539807728403538107968298581626992476870502052097252569822148125967996746925262816214300834879940848649206869706094141834284313554241883187710956997,3513954132,both,0.04294,3759260952.8,0.384649
150,668467556929629115201590269090404247713333783051375163271841986199002065331399640600779184758327981625119988977928940680913010301220981453980535579159,4343892,d+1,0.00005,2306969278.8,0.997345
150,496607099775797977457458232386783884670890011064920399937459554808460471752198026144058544001624689500811351617293678226176222230524206184148223738639,675780402,d-1,0.00819,5261868565.5,0.865692
150,190121341523631454740613702921940793180871231502388136107913172647566856844539195274868489851389156724611011424112063224527066896997817027823887894391,3711418488,d+1,0.04553,6670827205.4,0.558574
150,991661593605012139030736668989876979164456923216230232309029332990397316715021978016565557322203379854255189391452126377446794971768941591783509704479,11340405420,d+1,0.13636,4213607387.1,0.072385
150,160199176028774346373050688168311080015567304943653102699721908048599976256443999495163804254701954687841471347464251913344453614585161472279830552427,842101782,d-1,0.01035,3100466947.7,0.745215
150,856944366363036787916149169388199108783477571782798383909313355358380571451804075939783803624059310831494881565487490831356328645120927817565684030617,159607104,d-1,0.00192,6830379714.1,0.971762
150,884778488421340410510804509241060783989230377970665081660485811888007985811466332246265259415860724225257039473294434794950750707880855799553069083327,279414822,d+1,0.00336,10827164879.3,0.969118
150,883948635262253612021962040472698801209400170740785677822718680252615864070772219533236329268227908450060837491232567619260220245914932247433369811851,2323118658,d+1,0.02797,4656718123.9,0.591672
150,437182309919908430315840699243989599876063303599574094512627862640270155689502754317902001686287936918226714193885447160006081763167608464331268931077,776270322,d-1,0.00943,5535340312.9,0.854988
150,997445997465392147124060883423493771576228505781815944736480888426729932619938763630973755242992361238294640919307035451765773539721531063814248745461,413803278,d+1,0.00498,3501434060.1,0.875260
150,141413992482291405794408092403638875754196799676306965669935397493647502277162487915001427890767825150734966754219858909478750062169935237654960729119,838678848,d+1,0.01033,1616734677.7,0.580003
150,230473117864458781683669993824770589013480903803266231716838582983942333945773437601089875985758372105127587105406243024972355880376658574888239968439,10531249278,d-1,0.12889,4163126410.3,0.084193
150,698840768851532011859338801379102797689309861249300900273830144246593516096627058966681135153967278416571624727425909921025350469796761936573705491717,2108705742,d+1,0.02546,6572290033.7,0.708480
150,718331668989016605324764422169720090757956873639731995385609156720575698961561151998011865156278121045214684181973980426659324066060686719221583768081,47904876918,d-1,0.57827,8408950916.9,0.004577
150,763001335328087044241539508924586754051999337610982941252976881359425850878658139724998593613617817551474961781829595869816782418642331707954218956299,3688834740,d+1,0.04450,3221452282.0,0.313390
150,715379980978909666690244495128780312008380369839932631970701297632164829236562125066162802975022792696238307866006487473990251009775129167142584217591,3230194188,d+1,0.03899,9103239307.6,0.684534
150,676852115726008871944571314583032897066874332990370652010965470647957323279086584678766087593676857569189985073493073708264441292218307483790304909679,1718708208,both,0.02076,1825001049.4,0.381911
150,981846613310080630519127260997210738734709919625287788081489027510032442692512128875125522981378005104441601393521602565954157927320086407037903765119,2166368892,d-1,0.02605,2048686781.2,0.341235
150,343405551348304940535936002702111683987722282691425076685539850087442583047526075536704119752802109809240933183024744462909437065322095906947788223439,29095752,both,0.00035,1987440917.5,0.981789
150,196109694708966295787225587667519649327502148019009827254512757982597149493603910420407275736601101065252000679834913372115863285392220158504631645917,8980790514,d-1,0.11013,6913902074.4,0.270254
150,445163838743670290251964346292625954556334259625275424665752864902309458243353121210887882743058553651564174301552037424786467027077916629178281984401,6375938568,d-1,0.07741,8004831895.3,0.440442
150,103723906768521982586838915651384864751871804142737413933897199498165408561371691909619249506991515608635606212274279719118318739524408011359167349937,8881336884,d-1,0.10975,5069505372.3,0.175218
150,852623975271984461208017523513021834800341532080760395426159799881772175572562296689394555152221270330528812746159246178540706578464496853859473751331,3171290418,d-1,0.03820,4267294231.7,0.464137
150,722908126119546376289062716745090731745641546800785184574232974677235086269548457230960597645538921571129402604779499908805765122390917951138094867999,2301579048,d-1,0.02778,5249541766.0,0.628710
150,989519919737691938594069872303429050946510639673160634046389855593223537498632848671071066296108682071101462579579654169918453267866556564657763640529,6576537258,both,0.07908,2998997543.8,0.115490
150,543584143233817258069589571716900596154178564414343575694031346236342925064576392432230042970932905854605040949510318961931068223642953834763359697059,534291348,d+1,0.00647,1842298040.3,0.731328
150,596800603024818563727779979197835961217990626748979880948059351443912497938675966485253036435069616546310130946401843180820880818298006238853296395327,3988216182,d-1,0.04825,4582660662.8,0.409608
150,730183724135214465466118425432738106069521007141040861318395038202070704918737244091268529833949265461890952817513873879828783234436846321749208825259,2552734230,d+1,0.03081,3582767930.1,0.478199
150,872577119817986238599711120189201446021176126242123942688695494669329828156912951776628012172288724361772490090332714044723956450638359653450426011601,11953037016,d+1,0.14395,3502883581.7,0.037020
150,767674906728564753564827788997073781621194394890405141907236411612111696770458558142032638938587328454377348038728905428543360768331111646227761663691,1461559278,d-1,0.01763,6861872326.9,0.791935
150,835547933947847590642473106627414512035638326971586273369594662228625947494943051705519053528561527495912707616990196829917709777332341788227423799147,26202867954,d-1,0.31572,10523481149.6,0.087315
150,606126965021327867177588814370613033449608038707650499627340480702469864028095378287560389963987282887517798616858104290337392859661988904870086485301,9444613548,d-1,0.11424,4235025675.9,0.111442
150,134761162373026332553307138875105006386975394397271004276686270041199081532472769674902830373402315582941849409653445209076709734304099976961909850939,1261977522,d+1,0.01555,2414194109.0,0.577325
150,406003793881989345095862732852319934456426174185908409111279651784457016694020902537269079518091196719686321671956794796557424189067650366425738380661,737604948,d+1,0.00897,9460008372.6,0.914297
150,179833574010021968688287095189943873719564249230069184212567446700867650186828092558349153260222401477998144743769108675862203025497201470527989081147,5000707512,d+1,0.06139,10619964549.3,0.608793
150,267523157442042390757508889126607317252478138407854919469566095029484632537302461368728724146771536131709623326527895952693585111530271105570105263287,3685837482,d-1,0.04503,2302223016.2,0.202255
150,920971539362997907732911984396316184757626513017772534041810412368808954281538141636222224300079222056191618753769693156735237971060269076966207011579,2518200750,d-1,0.03031,2770836793.2,0.394458
150,824875587761814079853617052784507019574332209106948728591010209211066021977793133634055351500204019142978056638631681238274042546616727065222175816399,6832519152,both,0.08234,5305754479.6,0.273159
150,269786917316328859123909392866306932352491381529535817646181327512785221315417912831099549778658322190606172766431929451331290519167379028020839457567,11440451472,d-1,0.13975,5613830411.6,0.133628
150,630912261975624440744904146529649133168368730705389090068892679750928745808535324337427028645805658135657900678662721004340355315233148720902371066041,28399274736,d+1,0.34335,5825330106.9,0.009643
150,439508430013052788536369450202452822541860236006797237343667262559679786364744206978714159766086136033760205747854110346124696596904770412116040308387,608744022,d+1,0.00739,2217799251.3,0.742987
150,931945076516624748102144117492304530113148029022393497398057652590955657104953033694467330975933465327229416650681262984335915235281527459037486839241,2403272358,d-1,0.02892,10553039226.3,0.780138
150,560991181342016056598896915637260627407413128185643343354150314755810761902803625867136123335302026321990967359681958500128110936088504957498837766327,4869434304,d-1,0.05896,3555846173.6,0.252495
150,984214302163016061151980142683451612238618610982278726923319559261927760487862651152748829710410055249956814603532879974171441393421629674606520573631,1029775446,d+1,0.01238,2105709319.1,0.597395
150,620953366789674487377293125789596015487810840079952309596451575994436937737659594554584285695894300997318821836436080947821670312607903646764212216487,6409682562,d+1,0.07751,4418410091.3,0.233589
150,516022964176416972791987544623526622460531195790264275782046793777878992157523720779400534038037953403740123876215706881135191557614453257708604421219,245327292,d+1,0.00297,1806775227.6,0.859054
150,416149971152524578587286287420692921079293055520220864242738428837485318159658489935058086644207985947060781806352781003172645143876412949994374326827,2485248222,d-1,0.03020,3061050987.3,0.433674
150,902979350431662640113330468529080502728179700050890509140146878217277808765892557976648361568781767542369684532100901649827058692329139155365376066931,11018343438,d+1,0.13264,10185655993.9,0.333443
150,988869492201731468877836040155869268137213910809245535851524100338924100565514725134103998754032878285175050789327677467520478171349951530602373005991,1718473446,d+1,0.02066,2291583382.2,0.460892
150,282683700139889902229534594317248982428683149662173866257882098576614932899598334987359751737177391323026766180954813217428847734169017566152570907237,2721683172,d-1,0.03323,3783527385.3,0.475139
150,519259267039488924770693269334986242400960356059053327164670483681866534811588842383219286273656423502014987391420151909930511153144899240918177017719,95528760,both,0.00116,1224515761.5,0.914297
150,375442005904012795106012813623418001145778359598647850175218354807913653051248300358454311388047507761726932939004156565596092540343385819945426037821,3128097648,both,0.03806,4575879575.6,0.492308
150,736993745919716867558832816334641757406819650480314355818888541392266801412743420203243581551315764472786271173091173499056491155300914369520546436937,13092493704,d-1,0.15799,9818984822.8,0.261484
150,324442974397809781698006266396096440942889192893127796562627263696714516191581049802994334043551576464543882954761458660707256432710803025374064978151,3888620478,d+1,0.04739,7509275732.8,0.580583
150,989644325601983484426938970445734221591015213639386885253801199832491323120686144563935963157657048585364621096219760137305501460778311114063789645571,2658882996,d+1,0.03197,2832828689.0,0.383104
150,563906814523651036656885135156618607995540039682159979617934025046724485469821651670552667013348715300959545125109091942850904843465441448658286077921,11481303258,d-1,0.13900,4640256864.4,0.088625
150,766474001545348874161967926783411735213776876344473329792361105175316760083357932821720775971674493153000049025783961386985974280754754998577638928239,59529732,d-1,0.00072,3054998600.0,0.976076
150,782495357717758048205292108874122349340541767154616100140752476165010112230693525240664998958370307286883571668529653644140912967883465684662337018267,21058545252,d-1,0.25394,8885237375.1,0.097733
150,541384482156704648463717200051626882447112918948580744545381122627213631487354680811733648289972035418050074760228649453224452600938554172951699165399,2308787688,d-1,0.02797,1292110439.2,0.169325
150,792904837327832695979802086552170929864246450255343386678330540749197399196782504103232148180178523368846991317438080088417473468486274626435317358709,37458150,d+1,0.00045,2370747651.8,0.980457
150,771229545399521017322460219100939680218367861559605835376963425222219457324831503019158758525112340327069201379998421098503196591949293008936215053279,1427393040,d-1,0.01722,3317871218.1,0.633742
